MAK,VehicleKnownOwnedNumber,NetWorth,Marital_S,Marital_M,Gardening,HomeImprovement,OutdoorsGrouping,NumberOfChildren,OwnerRenter,SingleParent,HomeImprovementDIY
7447664761,0.0,9.0,True,False,0,0,0,1.0,1,1,0
6292141712,1.0,9.0,False,True,1,1,1,0.0,1,0,0
2644552468,0.0,9.0,False,True,1,1,1,2.0,1,0,0
6093890537,0.0,1.0,True,False,1,1,1,1.0,0,1,0
2457533193,0.0,9.0,False,True,0,0,0,0.0,1,0,0
4957051722,1.0,9.0,True,False,1,0,0,0.0,1,0,1
5775913836,0.0,9.0,True,False,0,0,0,0.0,1,0,0
9103639643,0.0,8.0,True,False,1,0,0,1.0,1,1,0
9613425710,0.0,1.0,False,False,0,0,0,0.0,0,0,0
5118989902,0.0,9.0,True,False,1,0,1,0.0,1,0,0
8276528972,0.0,9.0,False,True,1,1,1,0.0,1,0,0
2432607685,0.0,8.0,False,True,1,1,1,0.0,1,0,0
6267167008,0.0,5.0,False,False,1,0,0,0.0,0,0,0
3208718664,0.0,9.0,True,False,0,0,0,1.0,0,1,0
3219931679,2.0,9.0,False,True,1,1,0,4.0,1,0,0
8460814839,0.0,9.0,True,False,0,0,1,1.0,1,1,0
1808707592,0.0,9.0,True,False,0,0,0,0.0,1,0,0
1397864331,3.0,9.0,False,True,1,1,1,4.0,1,0,0
3737182485,2.0,9.0,False,True,1,1,1,1.0,1,0,0
3776272435,0.0,9.0,False,True,1,1,1,3.0,1,0,0
7624278674,1.0,9.0,False,True,0,1,1,1.0,1,0,1
6785534397,0.0,9.0,False,True,1,0,1,3.0,1,0,0
2475182653,0.0,9.0,False,True,1,1,1,0.0,1,0,1
9575960295,0.0,3.0,True,False,0,0,0,0.0,1,0,1
4383788667,0.0,5.0,True,False,0,0,0,0.0,0,0,0
8468372030,1.0,9.0,False,True,1,1,1,1.0,1,0,1
9988538026,0.0,9.0,False,True,1,1,1,0.0,1,0,1
4830463473,1.0,9.0,False,True,0,1,0,3.0,1,0,0
6115547757,0.0,9.0,True,False,1,1,1,1.0,0,1,0
7945940730,1.0,9.0,False,True,1,1,1,0.0,1,0,0
6218821152,0.0,9.0,False,True,0,0,1,1.0,1,0,0
5027688668,0.0,9.0,True,False,1,0,0,0.0,1,0,0
2375806713,1.0,9.0,False,True,1,0,1,0.0,1,0,0
9084094690,2.0,9.0,False,True,1,1,1,1.0,1,0,1
7670350564,0.0,9.0,False,False,0,0,0,0.0,0,0,0
2512984207,0.0,9.0,True,False,1,1,0,0.0,1,0,1
1030173247,0.0,9.0,True,False,0,0,0,0.0,0,0,0
9099387253,0.0,9.0,True,False,1,0,1,0.0,0,0,0
8020694092,1.0,8.0,True,False,1,0,0,0.0,0,0,0
6619664647,1.0,9.0,True,False,0,1,1,0.0,1,0,0
9998170108,0.0,9.0,True,False,0,0,0,0.0,1,0,0
7554030960,0.0,9.0,False,False,0,0,0,0.0,0,0,0
1705877164,3.0,9.0,True,False,1,1,1,0.0,1,0,1
4584564181,0.0,9.0,False,True,0,0,0,0.0,1,0,0
1476354689,0.0,9.0,True,False,0,0,0,0.0,1,0,0
2930915334,0.0,9.0,False,True,1,1,1,1.0,1,0,0
6746392801,3.0,9.0,False,True,1,1,1,0.0,1,0,1
1297864520,1.0,9.0,False,True,0,0,0,0.0,1,0,0
2432607685,0.0,8.0,True,False,0,0,1,0.0,1,0,0
6298440963,0.0,9.0,False,True,1,0,0,2.0,0,0,0
8318086437,0.0,9.0,True,False,1,1,1,0.0,1,0,0
5827620738,0.0,9.0,False,True,1,1,1,2.0,1,0,1
4917957367,2.0,3.0,False,True,1,0,1,0.0,0,0,0
6256408636,0.0,9.0,False,False,1,1,1,0.0,1,0,0
8281944389,0.0,9.0,False,True,1,0,0,0.0,1,0,1
6783133918,1.0,9.0,False,True,1,1,1,3.0,1,0,1
2078348880,0.0,9.0,False,False,0,0,0,0.0,1,0,0
5476176118,0.0,7.0,False,False,0,0,0,0.0,0,0,0
7373638263,0.0,9.0,False,False,0,0,0,0.0,0,0,0
5618117075,1.0,9.0,False,True,1,0,1,1.0,1,0,1
8985837831,1.0,9.0,False,True,1,1,1,1.0,1,0,0
1735259572,0.0,1.0,True,False,0,0,0,0.0,1,0,1
9740691151,1.0,9.0,False,True,1,1,0,2.0,1,0,0
8345600482,1.0,9.0,False,True,1,1,1,1.0,1,0,1
5312575168,0.0,1.0,True,False,1,0,0,0.0,0,0,0
9395007918,0.0,9.0,False,True,1,1,1,0.0,1,0,0
4301096800,1.0,9.0,False,True,0,0,0,1.0,1,0,0
2397526141,0.0,9.0,False,True,0,1,0,0.0,1,0,0
6211700283,2.0,9.0,False,True,1,1,1,0.0,0,0,0
9854852223,0.0,9.0,False,True,1,1,1,1.0,1,0,0
5130930602,0.0,9.0,True,False,1,1,1,0.0,0,0,0
7452979352,0.0,9.0,False,False,0,0,0,0.0,0,0,0
4359720971,0.0,9.0,True,False,1,1,1,0.0,1,0,0
5882322781,0.0,9.0,False,True,1,1,0,2.0,1,0,1
3189027416,0.0,9.0,False,True,1,1,1,0.0,1,0,0
3591501994,1.0,9.0,True,False,1,1,1,0.0,1,0,0
1560563284,2.0,9.0,True,False,1,0,1,2.0,1,1,0
1010475091,0.0,9.0,True,False,1,1,1,0.0,1,0,0
7252615832,0.0,9.0,False,True,1,0,1,2.0,1,0,0
1429111843,0.0,8.0,False,False,1,1,1,0.0,1,0,0
2582408416,0.0,9.0,True,False,1,1,0,0.0,1,0,1
7817020238,0.0,9.0,False,True,1,1,1,3.0,1,0,0
5982103192,2.0,9.0,True,False,1,1,1,1.0,1,1,0
7440039531,2.0,9.0,False,True,1,1,1,0.0,1,0,1
7553828731,3.0,9.0,False,True,1,1,1,0.0,1,0,0
1129305995,1.0,9.0,True,False,1,1,1,2.0,1,1,1
9068916026,0.0,9.0,True,False,1,1,1,0.0,1,0,0
5568418681,0.0,9.0,True,False,1,1,1,1.0,1,1,0
4263223615,1.0,9.0,False,True,1,1,1,0.0,1,0,1
8904101742,0.0,9.0,False,True,0,0,0,0.0,1,0,1
4667434878,0.0,9.0,True,False,1,1,1,0.0,1,0,0
6391613193,1.0,9.0,False,True,0,0,1,1.0,1,0,0
3475237725,1.0,9.0,False,True,1,1,0,5.0,1,0,1
9224787631,0.0,8.0,False,True,0,0,0,1.0,1,0,0
2464567966,0.0,9.0,False,True,1,1,1,5.0,1,0,0
6746392801,3.0,9.0,False,True,1,1,1,0.0,1,0,1
1258175031,2.0,8.0,True,False,0,1,0,0.0,0,0,0
6203609162,2.0,9.0,False,True,1,1,1,1.0,1,0,1
7550326412,0.0,9.0,False,True,0,0,1,1.0,1,0,0
7624919283,3.0,9.0,False,True,1,1,1,0.0,1,0,1
8041867540,0.0,9.0,False,True,0,0,0,1.0,1,0,0
9987528175,1.0,9.0,False,True,1,1,1,3.0,1,0,1
4411003941,1.0,9.0,True,False,0,1,1,0.0,1,0,0
1335287252,0.0,9.0,True,False,0,0,1,0.0,1,0,0
4133705327,0.0,1.0,False,False,0,0,0,0.0,0,0,0
5383977648,1.0,9.0,False,True,1,0,1,0.0,0,0,0
3678292807,0.0,9.0,False,True,1,1,1,2.0,1,0,0
6407768682,0.0,9.0,False,True,1,1,1,0.0,0,0,1
7649603849,0.0,9.0,False,True,1,1,1,2.0,1,0,0
2389339221,0.0,9.0,False,True,1,1,1,0.0,1,0,0
2483427733,0.0,9.0,False,True,1,1,1,1.0,1,0,1
4584564181,0.0,2.0,False,False,0,0,0,0.0,0,0,0
2706013588,1.0,9.0,False,True,1,1,1,0.0,1,0,1
5645823422,1.0,9.0,True,False,0,0,1,5.0,0,1,0
6910728471,0.0,9.0,False,True,1,0,0,0.0,1,0,0
8663627473,0.0,9.0,False,True,1,1,1,0.0,1,0,1
3321334186,0.0,9.0,False,True,1,1,1,0.0,1,0,1
9891999279,0.0,9.0,True,False,0,1,1,0.0,1,0,0
8243060584,0.0,8.0,True,False,0,0,0,0.0,0,0,0
5584545372,1.0,9.0,False,True,1,1,1,0.0,1,0,1
3259435397,1.0,9.0,False,True,1,0,1,0.0,1,0,0
5479217555,0.0,3.0,False,False,0,0,0,0.0,0,0,0
5848827599,0.0,6.0,True,False,1,1,1,0.0,1,0,0
5777113195,0.0,6.0,False,True,1,1,1,0.0,1,0,0
8318086437,0.0,9.0,True,False,1,1,1,0.0,1,0,0
2809509504,0.0,9.0,False,True,1,1,1,1.0,1,0,1
5112922708,0.0,8.0,True,False,0,0,0,0.0,1,0,0
5569362508,0.0,5.0,True,False,1,1,1,0.0,1,0,0
4507625287,0.0,9.0,False,True,1,0,1,0.0,0,0,0
5211617050,2.0,9.0,True,False,1,1,1,0.0,1,0,0
5999206650,0.0,3.0,False,False,0,0,0,0.0,0,0,0
5560571546,2.0,9.0,False,True,1,1,1,0.0,1,0,0
5810821656,0.0,9.0,False,True,1,0,0,0.0,0,0,0
6439081894,0.0,9.0,False,True,1,1,1,3.0,1,0,1
1717169999,0.0,8.0,True,False,1,0,1,0.0,1,0,0
2357756768,2.0,9.0,False,True,1,1,1,3.0,1,0,1
7810081206,0.0,9.0,False,True,0,1,1,1.0,0,0,1
1079935391,0.0,9.0,True,False,1,1,0,0.0,1,0,0
3124684259,2.0,9.0,False,True,1,0,1,0.0,1,0,0
9873713071,1.0,7.0,False,False,0,1,1,0.0,0,0,0
4222848639,3.0,9.0,False,True,1,1,1,2.0,1,0,0
8495898281,0.0,9.0,False,False,0,0,0,0.0,0,0,1
4991379707,1.0,8.0,False,True,1,1,0,0.0,1,0,0
2891303854,0.0,9.0,False,True,0,0,0,0.0,1,0,0
5635189646,0.0,9.0,True,False,1,0,0,0.0,1,0,0
4597893685,2.0,9.0,False,True,1,1,1,2.0,1,0,0
6870349808,0.0,7.0,True,False,0,0,0,0.0,0,0,0
3591043918,3.0,9.0,True,False,1,1,0,1.0,1,1,0
5038730467,1.0,9.0,True,False,1,1,1,2.0,1,1,1
8715686000,0.0,9.0,False,False,0,0,0,0.0,1,0,0
6231282232,0.0,7.0,False,True,1,0,0,0.0,1,0,0
1571786445,2.0,9.0,True,False,1,1,1,0.0,1,0,0
2215955828,0.0,2.0,False,False,0,0,1,0.0,1,0,0
7891943993,0.0,8.0,True,False,1,0,0,0.0,1,0,0
3513395906,0.0,9.0,False,True,1,1,0,0.0,1,0,0
9668229172,0.0,9.0,False,False,0,0,0,0.0,1,0,0
1705877164,3.0,9.0,True,False,1,1,1,0.0,1,0,1
9888030403,0.0,4.0,True,False,1,1,1,0.0,0,0,0
8758453881,1.0,9.0,False,True,1,1,1,2.0,1,0,0
2779952709,0.0,9.0,False,False,0,0,0,0.0,0,0,0
2624514112,1.0,9.0,True,False,1,1,1,1.0,1,1,0
6634297137,1.0,9.0,False,True,1,1,1,3.0,1,0,0
8696165732,0.0,7.0,False,False,0,0,0,0.0,0,0,0
6026113199,1.0,9.0,True,False,1,1,0,1.0,1,1,0
2948048447,0.0,9.0,False,True,0,0,0,0.0,1,0,0
8247715758,0.0,9.0,False,True,1,1,1,4.0,1,0,1
5382271957,0.0,8.0,False,True,1,1,1,0.0,1,0,0
4668663498,0.0,9.0,True,False,1,1,1,2.0,1,1,0
2387763009,0.0,9.0,True,False,0,0,0,0.0,1,0,0
2329502313,3.0,9.0,False,True,1,1,1,2.0,1,0,1
3826092764,3.0,9.0,True,False,1,1,1,3.0,1,1,1
8817615272,1.0,6.0,True,False,1,1,0,0.0,1,0,0
7160888161,1.0,9.0,True,False,1,1,1,1.0,1,1,1
7440039531,0.0,8.0,True,False,0,0,0,0.0,0,0,0
2730851425,0.0,9.0,False,True,1,1,1,1.0,0,0,1
7875323719,0.0,3.0,False,True,1,0,0,0.0,1,0,0
5440114481,0.0,9.0,False,True,1,1,1,1.0,1,0,1
4092800428,2.0,9.0,True,False,0,0,1,0.0,0,0,0
1421828062,0.0,9.0,True,False,1,1,1,1.0,1,1,1
9581648120,0.0,4.0,True,False,1,0,0,0.0,0,0,0
5303265921,0.0,9.0,False,True,1,1,1,0.0,1,0,1
7114764332,0.0,9.0,False,True,1,1,1,1.0,1,0,1
5255079445,2.0,9.0,False,True,1,1,1,0.0,1,0,1
8532371270,1.0,9.0,False,True,1,1,1,1.0,1,0,0
3961168351,0.0,9.0,False,True,1,1,1,0.0,1,0,1
1407860682,2.0,9.0,True,False,1,1,1,4.0,1,1,0
8922605617,1.0,9.0,True,False,1,1,1,0.0,1,0,0
2488366298,0.0,9.0,False,False,1,0,1,0.0,1,0,0
4761709539,3.0,9.0,True,False,1,1,1,2.0,1,1,1
8389599260,0.0,9.0,True,False,1,1,1,0.0,1,0,0
8056260096,0.0,9.0,True,False,1,1,1,0.0,1,0,1
7158807132,0.0,9.0,False,True,1,1,1,1.0,1,0,1
6885557649,0.0,9.0,True,False,1,1,1,0.0,1,0,0
5457782116,1.0,9.0,False,True,1,1,1,2.0,1,0,0
4699734729,0.0,9.0,False,True,1,1,1,3.0,1,0,1
5109898265,0.0,9.0,False,True,1,1,0,1.0,1,0,1
7775988175,0.0,9.0,False,True,1,0,1,1.0,1,0,0
7583513113,0.0,9.0,True,False,0,0,1,0.0,1,0,0
7114764332,0.0,9.0,False,True,1,1,1,1.0,1,0,1
5212022883,0.0,9.0,True,False,0,0,1,0.0,1,0,0
3032546491,0.0,9.0,True,False,1,0,1,1.0,1,1,1
7936361253,0.0,9.0,True,False,1,1,1,0.0,1,0,1
6093756152,0.0,9.0,True,False,1,0,1,0.0,1,0,1
9118584709,0.0,9.0,False,True,1,1,1,4.0,1,0,1
8781482931,0.0,9.0,False,True,1,1,1,3.0,1,0,0
5638495630,0.0,9.0,True,False,0,0,0,0.0,0,0,0
6949333748,0.0,8.0,False,True,1,1,1,0.0,0,0,1
5548903516,1.0,6.0,True,False,1,0,0,1.0,1,1,0
1435025866,0.0,9.0,True,False,1,1,1,2.0,1,1,0
8862858876,0.0,9.0,False,True,0,0,0,1.0,1,0,0
2751246732,1.0,9.0,True,False,1,0,1,0.0,0,0,0
3032583655,2.0,9.0,False,True,1,0,1,0.0,1,0,0
9090910059,3.0,9.0,False,True,1,1,1,0.0,1,0,1
8532454086,0.0,9.0,False,True,1,1,0,0.0,1,0,0
7822873261,0.0,9.0,False,True,0,1,1,0.0,1,0,1
4555511962,0.0,9.0,False,True,1,1,1,0.0,1,0,1
2999138983,0.0,7.0,False,False,0,0,0,0.0,0,0,0
5547691706,0.0,9.0,False,True,1,1,1,2.0,1,0,1
6762421820,0.0,3.0,True,False,0,0,0,0.0,1,0,0
2740760347,0.0,9.0,False,True,1,1,1,2.0,1,0,0
2363929017,0.0,9.0,True,False,1,1,0,0.0,1,0,0
1600257236,0.0,2.0,True,False,0,0,0,0.0,0,0,0
6426661861,0.0,9.0,True,False,0,0,0,0.0,1,0,0
4446258463,0.0,7.0,True,False,0,0,0,0.0,0,0,0
7026021599,1.0,9.0,False,True,1,0,1,0.0,0,0,1
8709517007,0.0,9.0,True,False,1,1,1,1.0,1,1,1
7030863345,0.0,9.0,False,True,1,0,0,1.0,1,0,0
4335909923,0.0,9.0,True,False,1,1,1,3.0,1,1,1
5846626414,0.0,1.0,True,False,0,0,0,0.0,0,0,0
3061448819,2.0,9.0,True,False,0,0,0,0.0,1,0,0
6693961069,2.0,9.0,False,True,1,1,0,2.0,1,0,0
3382002819,0.0,9.0,True,False,0,0,0,0.0,1,0,0
8561932276,0.0,9.0,False,True,1,1,1,0.0,1,0,1
8584421481,0.0,9.0,True,False,1,1,1,0.0,1,0,0
1282956353,0.0,6.0,True,False,1,1,1,0.0,1,0,1
2269865316,2.0,9.0,False,True,1,1,1,1.0,1,0,1
4016131809,0.0,9.0,False,True,1,0,0,1.0,1,0,1
9907777589,0.0,9.0,False,True,1,1,0,2.0,0,0,1
6119878394,0.0,9.0,False,True,0,0,0,2.0,1,0,0
2920320189,0.0,9.0,True,False,0,0,0,1.0,1,1,0
8430193104,0.0,9.0,False,True,1,1,1,1.0,1,0,1
7541879296,3.0,9.0,False,True,1,1,1,0.0,1,0,0
8430606645,0.0,9.0,True,False,1,1,0,0.0,1,0,0
1284582271,1.0,9.0,False,True,1,1,1,0.0,1,0,1
8553514923,0.0,9.0,True,False,0,0,0,2.0,1,1,0
9302103390,3.0,9.0,False,True,1,0,1,0.0,1,0,0
9849064009,0.0,9.0,True,False,1,1,1,1.0,1,1,0
8687328107,1.0,9.0,False,True,1,1,1,0.0,1,0,1
3075610020,0.0,9.0,True,False,1,1,0,1.0,1,1,0
8482439177,0.0,9.0,False,True,1,0,1,0.0,1,0,0
4035751758,0.0,9.0,False,False,0,0,0,0.0,1,0,0
3889464542,0.0,1.0,False,False,0,0,0,0.0,0,0,0
8098566900,0.0,3.0,False,True,0,0,0,0.0,1,0,0
1796599942,0.0,9.0,False,True,0,0,0,1.0,1,0,0
2073706137,0.0,9.0,False,True,1,1,1,0.0,1,0,0
9007498358,1.0,9.0,False,True,1,1,1,0.0,0,0,1
2217502740,0.0,9.0,False,True,1,1,1,5.0,1,0,0
7492758968,2.0,9.0,False,True,1,1,1,0.0,1,0,1
8738739110,0.0,9.0,False,True,0,1,0,0.0,1,0,0
6955593186,0.0,9.0,False,True,1,0,1,0.0,1,0,1
2465604731,0.0,6.0,False,True,1,0,1,0.0,0,0,0
1045137458,1.0,9.0,True,False,1,1,1,1.0,1,1,1
4164442632,2.0,8.0,False,True,0,0,0,0.0,1,0,0
3749147329,1.0,9.0,False,True,1,1,1,0.0,1,0,0
4280313806,0.0,9.0,False,True,1,0,1,1.0,1,0,0
4988536045,0.0,9.0,False,True,0,1,1,2.0,1,0,0
9844740010,0.0,9.0,True,False,1,0,1,1.0,1,1,0
8064678110,1.0,9.0,False,True,1,0,1,0.0,0,0,1
1293588067,3.0,9.0,False,True,1,1,1,1.0,1,0,0
5685444875,0.0,9.0,True,False,1,0,1,0.0,1,0,0
6202280060,3.0,9.0,True,False,1,1,1,1.0,1,1,1
1687953238,1.0,9.0,False,True,1,1,0,4.0,1,0,0
5582602757,1.0,9.0,False,True,1,1,1,4.0,1,0,1
7772171040,0.0,9.0,False,True,1,0,1,1.0,1,0,1
4157170115,0.0,9.0,False,True,1,1,1,3.0,1,0,1
4336676943,3.0,9.0,False,True,1,1,1,2.0,1,0,1
3123192252,0.0,9.0,False,True,1,1,1,0.0,1,0,1
9560156926,0.0,9.0,True,False,0,0,0,0.0,0,0,0
6970615163,1.0,9.0,False,True,1,1,0,0.0,1,0,0
7045538620,1.0,9.0,True,False,0,0,0,0.0,1,0,0
2781343961,0.0,9.0,True,False,0,0,0,0.0,1,0,0
4235074696,1.0,9.0,False,True,1,1,1,4.0,1,0,0
7772171040,0.0,8.0,False,True,1,1,1,0.0,1,0,0
7845059867,1.0,9.0,False,True,1,1,1,0.0,1,0,0
7158807132,0.0,9.0,False,True,1,1,1,1.0,1,0,1
1316422237,0.0,9.0,True,False,1,0,1,0.0,1,0,0
8837850148,0.0,9.0,True,False,0,0,0,0.0,0,0,0
6867317532,0.0,9.0,False,True,1,1,1,0.0,1,0,0
7811356983,0.0,2.0,True,False,1,1,1,0.0,0,0,0
5212245521,0.0,9.0,True,False,1,1,1,0.0,1,0,0
6008934432,0.0,9.0,True,False,0,0,1,0.0,0,0,1
4715437055,1.0,9.0,False,True,1,1,1,0.0,1,0,0
4657017934,0.0,9.0,False,False,1,0,1,0.0,1,0,0
9801228939,1.0,9.0,False,True,1,1,1,0.0,1,0,1
1100551659,1.0,9.0,False,True,1,1,1,0.0,1,0,1
9202336388,0.0,9.0,False,True,1,1,1,1.0,1,0,0
8332033643,0.0,9.0,False,True,1,1,1,5.0,1,0,1
6105546413,0.0,9.0,True,False,1,1,1,0.0,0,0,0
6370222321,0.0,3.0,False,False,1,0,0,0.0,0,0,0
6341895146,1.0,9.0,True,False,1,0,1,2.0,1,1,0
7534102764,0.0,9.0,False,True,0,0,0,0.0,1,0,0
9560598909,1.0,9.0,False,True,1,1,0,3.0,1,0,0
3277246752,0.0,9.0,False,True,1,1,1,0.0,1,0,1
3326695420,0.0,7.0,False,True,1,0,1,0.0,1,0,0
6080485818,3.0,9.0,True,False,1,1,1,5.0,1,1,0
1602824566,2.0,9.0,False,True,1,1,1,0.0,1,0,1
5434591591,0.0,9.0,False,True,1,1,1,0.0,1,0,1
9030468038,0.0,9.0,True,False,0,0,1,0.0,1,0,0
2256868392,0.0,8.0,True,False,1,1,0,1.0,1,1,0
6884609845,0.0,6.0,False,True,1,0,0,0.0,0,0,0
5844125089,0.0,9.0,True,False,0,0,0,0.0,1,0,0
9820565639,0.0,9.0,False,True,0,0,1,2.0,1,0,0
3615268231,1.0,6.0,True,False,1,1,1,0.0,1,0,1
1119199019,0.0,9.0,False,False,1,0,0,0.0,1,0,1
4820362526,0.0,7.0,True,False,0,0,0,0.0,0,0,0
7519338252,1.0,9.0,False,True,1,1,1,0.0,1,0,1
1601901752,0.0,4.0,False,True,1,1,1,0.0,0,0,1
2412899013,3.0,7.0,False,True,0,1,1,4.0,0,0,0
7043865544,0.0,9.0,False,True,1,1,1,0.0,1,0,0
3216329522,1.0,9.0,False,True,1,1,0,1.0,1,0,0
6205825439,0.0,9.0,True,False,1,1,1,1.0,1,1,1
6964165263,1.0,9.0,False,True,1,1,0,1.0,1,0,1
4180853977,0.0,1.0,False,True,0,0,0,0.0,0,0,0
1639519430,1.0,9.0,False,True,1,1,1,0.0,1,0,0
5665469587,0.0,9.0,False,True,1,1,1,1.0,0,0,0
3624700715,0.0,9.0,True,False,1,1,1,0.0,1,0,0
2144009531,0.0,6.0,True,False,1,1,1,0.0,1,0,0
6553279848,0.0,9.0,False,False,0,0,0,0.0,0,0,0
3076077838,3.0,9.0,False,True,1,1,1,2.0,1,0,0
2279880406,2.0,9.0,False,True,1,0,1,0.0,1,0,1
7157811192,1.0,9.0,False,True,0,0,0,0.0,1,0,0
6273048851,0.0,9.0,False,True,1,1,1,0.0,0,0,0
2552044368,1.0,9.0,False,True,1,1,1,2.0,0,0,0
